"CYR_Keyfield","Date","CYR","Season","Month","JDay","Time","Site","area_sampled","num","den","temp","DO","pH","sal","prop_sg","ave_tt","ave_hw","sed_depth","water_depth","bottom_canopy","fCYR","fSeason","fSite","DateTime","Time2","DoY","ToD"
"C-2016-9-14-29","2016-09-14",2016,"WET",9,4245,"1899-12-31 10:54:00",29,3,0,0,29.2,4.45,7.66,8.88,0.728571428571429,4.1,26.5,40,80,970.1,"2016","WET","29",1899-12-31 10:54:00,"10:54",365,10.9
"C-2016-9-14-30","2016-09-14",2016,"WET",9,4245,"1899-12-31 10:16:00",30,3,0,0,29.6,3.43,7.57,12.25,0.737704918032787,20.5,24.5,40,100,584.9,"2016","WET","30",1899-12-31 10:16:00,"10:16",365,10.2666666666667
"C-2016-9-14-31","2016-09-14",2016,"WET",9,4245,"1899-12-31 09:38:00",31,3,0,0,29.4,2.74,7.5,10.95,0.347826086956522,0.5,15.5,60,95,831.3,"2016","WET","31",1899-12-31 09:38:00,"09:38",365,9.63333333333333
"C-2016-9-14-32","2016-09-14",2016,"WET",9,4245,"1899-12-31 09:03:00",32,3,0,0,29.6,2.62,7.5,11.27,0.626666666666667,0,23.5,25,100,787.1,"2016","WET","32",1899-12-31 09:03:00,"09:03",365,9.05
"C-2016-9-14-33","2016-09-14",2016,"WET",9,4245,"1899-12-31 08:23:00",33,3,0,0,29.1,1.56,7.18,12.11,0.801666666666667,31.1,17,35,105,495.4,"2016","WET","33",1899-12-31 08:23:00,"08:23",365,8.38333333333333
"C-2016-9-15-14","2016-09-15",2016,"WET",9,4246,"1899-12-31 12:08:00",14,3,0,0,31.5,4.01,7.67,12.3,0.0108108108108108,0,1,45,70,1422.5,"2016","WET","14",1899-12-31 12:08:00,"12:08",365,12.1333333333333
"C-2016-9-15-15","2016-09-15",2016,"WET",9,4246,"1899-12-31 11:40:00",15,3,0,0,30.4,4.1,7.59,11.37,0.109289617486339,10,0,45,80,1205.3,"2016","WET","15",1899-12-31 11:40:00,"11:40",365,11.6666666666667
"C-2016-9-15-16","2016-09-15",2016,"WET",9,4246,"1899-12-31 11:07:00",16,3,0,0,31.3,4.93,7.71,11.85,0.55688622754491,46.5,0,5,60,1409.8,"2016","WET","16",1899-12-31 11:07:00,"11:07",365,11.1166666666667
"C-2016-9-15-17","2016-09-15",2016,"WET",9,4246,"1899-12-31 10:34:00",17,3,0,0,31,4.17,7.66,11.66,0.473684210526316,38.5,2,10,80,761.7,"2016","WET","17",1899-12-31 10:34:00,"10:34",365,10.5666666666667
"C-2016-9-15-18","2016-09-15",2016,"WET",9,4246,"1899-12-31 13:36:00",18,3,0,0,32.1,9.61,7.92,4.78,0.280898876404494,0,12.5,5,55,1807.5,"2016","WET","18",1899-12-31 13:36:00,"13:36",365,13.6
"C-2016-9-15-19","2016-09-15",2016,"WET",9,4246,"1899-12-31 14:22:00",19,3,0,0,31.7,6.55,7.66,6.11,0.413461538461538,0,21.5,20,55,1625.4,"2016","WET","19",1899-12-31 14:22:00,"14:22",365,14.3666666666667
"C-2016-9-15-20","2016-09-15",2016,"WET",9,4246,"1899-12-31 08:22:00",20,3,0,0,28.8,4.43,7.33,5.69,0.714705882352941,0.2,24.1,20,100,470,"2016","WET","20",1899-12-31 08:22:00,"08:22",365,8.36666666666667
"C-2016-9-15-21","2016-09-15",2016,"WET",9,4246,"1899-12-31 08:57:00",21,3,0,0,29,4.79,7.49,7.15,0.442222222222222,0.3,39.5,35,80,864.7,"2016","WET","21",1899-12-31 08:57:00,"08:57",365,8.95
"C-2016-9-15-22","2016-09-15",2016,"WET",9,4246,"1899-12-31 09:25:00",22,3,0,0,30.4,3.92,7.48,8.87,0.47027027027027,0.4,17,20,100,744.8,"2016","WET","22",1899-12-31 09:25:00,"09:25",365,9.41666666666667
"C-2016-9-15-23","2016-09-15",2016,"WET",9,4246,"1899-12-31 09:49:00",23,3,0,0,30.2,3.43,7.48,9.66,0.389090909090909,0.9,20.5,45,95,1070,"2016","WET","23",1899-12-31 09:49:00,"09:49",365,9.81666666666667
"C-2016-9-16-10","2016-09-16",2016,"WET",9,4247,"1899-12-31 10:44:00",10,3,0,0,31.2,3.31,7.64,13.26,0.238918918918919,19.5,2.6,25,90,809.4,"2016","WET","10",1899-12-31 10:44:00,"10:44",365,10.7333333333333
"C-2016-9-16-11","2016-09-16",2016,"WET",9,4247,"1899-12-31 10:15:00",11,3,0,0,31,2.56,7.6,13.21,0.752066115702479,38.5,7,45,75,770.6,"2016","WET","11",1899-12-31 10:15:00,"10:15",365,10.25
"C-2016-9-16-12","2016-09-16",2016,"WET",9,4247,"1899-12-31 08:29:00",12,3,0,0,29.3,0.82,7.3,12.35,0.793103448275862,0,46,5,95,11.39,"2016","WET","12",1899-12-31 08:29:00,"08:29",365,8.48333333333333
"C-2016-9-16-13","2016-09-16",2016,"WET",9,4247,"1899-12-31 09:03:00",13,3,0,0,30.4,1.54,7.52,12.6,0.177659574468085,14.1,2.6,30,80,586.5,"2016","WET","13",1899-12-31 09:03:00,"09:03",365,9.05
"C-2016-9-16-7","2016-09-16",2016,"WET",9,4247,"1899-12-31 13:13:00",7,3,0,0,32.1,5.17,7.75,15.35,0.773333333333333,34,24,30,65,1628.5,"2016","WET","7",1899-12-31 13:13:00,"13:13",365,13.2166666666667
"C-2016-9-16-8","2016-09-16",2016,"WET",9,4247,"1899-12-31 11:51:00",8,3,0,0,31.9,7.17,7.92,15.02,0.065359477124183,1.5,3.5,1,45,1763,"2016","WET","8",1899-12-31 11:51:00,"11:51",365,11.85
"C-2016-9-16-9","2016-09-16",2016,"WET",9,4247,"1899-12-31 11:18:00",9,3,0,0,31.4,3.28,7.59,13.48,0.493670886075949,15.5,4,30,70,1099.2,"2016","WET","9",1899-12-31 11:18:00,"11:18",365,11.3
"C-2016-9-17-1","2016-09-17",2016,"WET",9,4248,"1899-12-31 11:42:00",1,3,0,0,31.8,4.14,7.78,17.37,0.865979381443299,35.5,6.5,65,100,NA,"2016","WET","1",1899-12-31 11:42:00,"11:42",365,11.7
"C-2016-9-17-2","2016-09-17",2016,"WET",9,4248,"1899-12-31 11:01:00",2,3,0,0,31.5,1.79,7.61,15.83,0.748484848484849,0.6,23.6,40,110,NA,"2016","WET","2",1899-12-31 11:01:00,"11:01",365,11.0166666666667
"C-2016-9-17-3","2016-09-17",2016,"WET",9,4248,"1899-12-31 10:30:00",3,3,0,0,32.4,2.87,7.73,16.6,0.30718954248366,3.5,20,55,110,NA,"2016","WET","3",1899-12-31 10:30:00,"10:30",365,10.5
"C-2016-9-17-4","2016-09-17",2016,"WET",9,4248,"1899-12-31 10:04:00",4,3,0,0,31.9,3.52,7.77,16.64,0.906896551724138,29.5,23,1,80,NA,"2016","WET","4",1899-12-31 10:04:00,"10:04",365,10.0666666666667
"C-2016-9-17-5","2016-09-17",2016,"WET",9,4248,"1899-12-31 09:32:00",5,3,0,0,31.8,2.06,7.66,16.37,0.860952380952381,3,41.6,20,90,NA,"2016","WET","5",1899-12-31 09:32:00,"09:32",365,9.53333333333333
"C-2016-9-17-6","2016-09-17",2016,"WET",9,4248,"1899-12-31 08:31:00",6,3,0,0,31.5,0.66,7.63,15.23,0.931360946745562,0,78.5,40,70,NA,"2016","WET","6",1899-12-31 08:31:00,"08:31",365,8.51666666666667
"C-2016-9-2-34","2016-09-02",2016,"WET",9,4233,"1899-12-31 13:06:00",34,3,0,0,29.4,10.28,7.98,14.17,0.619631901840491,47.5,3,40,90,1519,"2016","WET","34",1899-12-31 13:06:00,"13:06",365,13.1
"C-2016-9-2-35","2016-09-02",2016,"WET",9,4233,"1899-12-31 12:30:00",35,3,0,0,29.3,8.22,7.83,13.68,0.819512195121951,8.6,25,5,85,1382.9,"2016","WET","35",1899-12-31 12:30:00,"12:30",365,12.5
"C-2016-9-2-36","2016-09-02",2016,"WET",9,4233,"1899-12-31 12:03:00",36,3,0,0,29,7.41,7.81,13.73,0.746268656716418,1,24,40,90,1493.2,"2016","WET","36",1899-12-31 12:03:00,"12:03",365,12.05
"C-2016-9-2-37","2016-09-02",2016,"WET",9,4233,"1899-12-31 11:28:00",37,3,0,0,28.8,5.17,7.63,13.51,0.573809523809524,0.6,23.5,30,90,726,"2016","WET","37",1899-12-31 11:28:00,"11:28",365,11.4666666666667
"C-2016-9-2-38","2016-09-02",2016,"WET",9,4233,"1899-12-31 10:11:00",38,3,0,0,28.8,4.29,7.6,13.46,0.544444444444444,3,21.5,28,75,469.9,"2016","WET","38",1899-12-31 10:11:00,"10:11",365,10.1833333333333
"C-2016-9-2-39","2016-09-02",2016,"WET",9,4233,"1899-12-31 09:28:00",39,3,0,0,29.5,1.29,7.48,16.31,0.638095238095238,15,5.1,46,84,277,"2016","WET","39",1899-12-31 09:28:00,"09:28",365,9.46666666666667
"C-2017-10-10-12","2017-10-10",2017,"WET",10,4636,"1899-12-31 14:20:00",12,3,1,0.333333333333333,29.1,8.1,8.06,14.21,0.101910828025478,0,8,14,136,370,"2017","WET","12",1899-12-31 14:20:00,"14:20",365,14.3333333333333
"C-2017-10-10-13","2017-10-10",2017,"WET",10,4636,"1899-12-31 13:31:00",13,3,1,0.333333333333333,28.8,7,7.93,14.53,0.0656934306569343,0,4.5,25,117,330,"2017","WET","13",1899-12-31 13:31:00,"13:31",365,13.5166666666667
"C-2017-10-10-14","2017-10-10",2017,"WET",10,4636,"1899-12-31 12:16:00",14,3,1,0.333333333333333,28.6,7.8,7.95,14.23,0.0134615384615385,0.2,0.5,40,93,500,"2017","WET","14",1899-12-31 12:16:00,"12:16",365,12.2666666666667
"C-2017-10-10-15","2017-10-10",2017,"WET",10,4636,"1899-12-31 11:37:00",15,3,0,0,28.1,5.8,7.87,13.26,0.23,0,16.1,43,95,225,"2017","WET","15",1899-12-31 11:37:00,"11:37",365,11.6166666666667
"C-2017-10-10-16","2017-10-10",2017,"WET",10,4636,"1899-12-31 11:01:00",16,3,0,0,28.3,7.9,7.97,9.58,0.637795275590551,0.5,40,35,64,750,"2017","WET","16",1899-12-31 11:01:00,"11:01",365,11.0166666666667
"C-2017-10-10-17","2017-10-10",2017,"WET",10,4636,"1899-12-31 10:16:00",17,3,0,0,28.1,5.9,7.94,8.37,0.664,0,24.9,25,73,101,"2017","WET","17",1899-12-31 10:16:00,"10:16",365,10.2666666666667
"C-2017-10-11-1","2017-10-11",2017,"WET",10,4637,"1899-12-31 16:26:00",1,3,0,0,29,6.3,8.04,15.18,0.457627118644068,9.4,4.1,59,111,95.55,"2017","WET","1",1899-12-31 16:26:00,"16:26",365,16.4333333333333
"C-2017-10-11-10","2017-10-11",2017,"WET",10,4637,"1899-12-31 11:11:00",10,3,0,0,27.4,7.2,8.01,11.29,0.633802816901408,45,0,47,58,295.9,"2017","WET","10",1899-12-31 11:11:00,"11:11",365,11.1833333333333
"C-2017-10-11-11","2017-10-11",2017,"WET",10,4637,"1899-12-31 10:02:00",11,3,2,0.666666666666667,26.6,3.1,7.92,11.31,0.802919708029197,54,1,50,48,1091.9,"2017","WET","11",1899-12-31 10:02:00,"10:02",365,10.0333333333333
"C-2017-10-11-2","2017-10-11",2017,"WET",10,4637,"1899-12-31 15:23:00",2,3,0,0,29.6,8.7,8.25,18.05,0.371653543307087,0,23.6,42,110,448.1,"2017","WET","2",1899-12-31 15:23:00,"15:23",365,15.3833333333333
"C-2017-10-11-3","2017-10-11",2017,"WET",10,4637,"1899-12-31 14:43:00",3,3,0,0,28.7,8.7,8.21,18.27,0.719178082191781,0,52.5,82,93,906.2,"2017","WET","3",1899-12-31 14:43:00,"14:43",365,14.7166666666667
"C-2017-10-11-7","2017-10-11",2017,"WET",10,4637,"1899-12-31 13:39:00",7,3,0,0,28.5,10.1,8.33,5.03,0.67741935483871,21.5,10,33,97,706.5,"2017","WET","7",1899-12-31 13:39:00,"13:39",365,13.65
"C-2017-10-11-8","2017-10-11",2017,"WET",10,4637,"1899-12-31 12:20:00",8,3,0,0,28.1,7.9,8.08,10.03,0.363855421686747,13,2.1,1,53,1157,"2017","WET","8",1899-12-31 12:20:00,"12:20",365,12.3333333333333
"C-2017-10-11-9","2017-10-11",2017,"WET",10,4637,"1899-12-31 11:44:00",9,3,1,0.333333333333333,27.9,8.2,8.09,10.76,0.597701149425287,24.5,1.5,13,65,1031.2,"2017","WET","9",1899-12-31 11:44:00,"11:44",365,11.7333333333333
"C-2017-10-13-4","2017-10-13",2017,"WET",10,4639,"1899-12-31 17:06:00",4,3,0,0,29.5,9.5,8.04,11.78,0.900552486187845,6,75.5,34,145,374,"2017","WET","4",1899-12-31 17:06:00,"17:06",365,17.1
"C-2017-10-13-5","2017-10-13",2017,"WET",10,4639,"1899-12-31 16:08:00",5,3,0,0,30.4,7.7,7.76,2.18,0.4,0,14,23,112,483,"2017","WET","5",1899-12-31 16:08:00,"16:08",365,16.1333333333333
"C-2017-10-13-6","2017-10-13",2017,"WET",10,4639,"1899-12-31 13:40:00",6,3,0,0,28.7,6.8,7.85,0.5,0.037037037037037,0,1,33,75,1506,"2017","WET","6",1899-12-31 13:40:00,"13:40",365,13.6666666666667
"C-2017-10-2-43","2017-10-02",2017,"WET",10,4628,"1899-12-31 12:10:00",43,3,2,0.666666666666667,28.7,5,7.86,20.11,0.397590361445783,32.5,0.5,67,93,91.09,"2017","WET","43",1899-12-31 12:10:00,"12:10",365,12.1666666666667
"C-2017-10-2-44","2017-10-02",2017,"WET",10,4628,"1899-12-31 10:57:00",44,3,18,6,28.7,3.9,7.83,21.3,0.19811320754717,0,10.5,105,80,1626,"2017","WET","44",1899-12-31 10:57:00,"10:57",365,10.95
"C-2017-10-2-45","2017-10-02",2017,"WET",10,4628,"1899-12-31 10:06:00",45,3,2,0.666666666666667,28.6,4.4,7.87,23.7,0.507058823529412,43,0.1,56,114,772,"2017","WET","45",1899-12-31 10:06:00,"10:06",365,10.1
"C-2017-10-2-46","2017-10-02",2017,"WET",10,4628,"1899-12-31 09:28:00",46,3,1,0.333333333333333,28.5,4.9,7.88,23.63,0.691666666666667,25,16.5,20,107,774.4,"2017","WET","46",1899-12-31 09:28:00,"09:28",365,9.46666666666667
"C-2017-10-2-47","2017-10-02",2017,"WET",10,4628,"1899-12-31 08:24:00",47,3,2,0.666666666666667,28.4,4.2,7.79,23.59,0.592592592592593,56,0,44,165,171,"2017","WET","47",1899-12-31 08:24:00,"08:24",365,8.4
"C-2017-10-6-38","2017-10-06",2017,"WET",10,4632,"1899-12-31 13:01:00",38,3,0,0,27.1,5.9,7.86,4.38,0.789285714285714,0.1,22,60,120,930,"2017","WET","38",1899-12-31 13:01:00,"13:01",365,13.0166666666667
"C-2017-10-6-39","2017-10-06",2017,"WET",10,4632,"1899-12-31 12:25:00",39,3,0,0,27.1,5.9,7.87,5.26,0.373913043478261,0,8.6,55,140,515,"2017","WET","39",1899-12-31 12:25:00,"12:25",365,12.4166666666667
"C-2017-10-6-40","2017-10-06",2017,"WET",10,4632,"1899-12-31 10:39:00",40,3,1,0.333333333333333,26.6,5.9,8.03,9.67,0.227906976744186,16.1,3.5,88,132,580,"2017","WET","40",1899-12-31 10:39:00,"10:39",365,10.65
"C-2017-10-6-41","2017-10-06",2017,"WET",10,4632,"1899-12-31 09:57:00",41,3,3,1,26.5,5.8,8.01,10.56,0.286111111111111,7.6,13,82,123,156,"2017","WET","41",1899-12-31 09:57:00,"09:57",365,9.95
"C-2017-10-6-42","2017-10-06",2017,"WET",10,4632,"1899-12-31 09:10:00",42,3,0,0,26.5,4.9,7.84,12.91,0.0210526315789474,1,0,62,103,180,"2017","WET","42",1899-12-31 09:10:00,"09:10",365,9.16666666666667
"C-2017-10-7-30","2017-10-07",2017,"WET",10,4633,"1899-12-31 14:21:00",30,3,1,0.333333333333333,28.9,5.5,7.92,8.38,0.236764705882353,2,14.1,33,114,612,"2017","WET","30",1899-12-31 14:21:00,"14:21",365,14.35
"C-2017-10-7-31","2017-10-07",2017,"WET",10,4633,"1899-12-31 13:15:00",31,3,0,0,28.7,6,7.97,6.29,0.516666666666667,0.5,15,52,123,987,"2017","WET","31",1899-12-31 13:15:00,"13:15",365,13.25
"C-2017-10-7-32","2017-10-07",2017,"WET",10,4633,"1899-12-31 12:32:00",32,3,0,0,28.3,5.9,7.97,7.41,0.774193548387097,0,48,25,144,646,"2017","WET","32",1899-12-31 12:32:00,"12:32",365,12.5333333333333
"C-2017-10-7-33","2017-10-07",2017,"WET",10,4633,"1899-12-31 11:37:00",33,3,1,0.333333333333333,28,5.8,7.96,8.19,0.508433734939759,16.1,26.1,53,147,1029,"2017","WET","33",1899-12-31 11:37:00,"11:37",365,11.6166666666667
"C-2017-10-7-34","2017-10-07",2017,"WET",10,4633,"1899-12-31 11:02:00",34,3,0,0,27.6,5.9,7.95,8.86,0.521978021978022,31.5,16,33,138,860,"2017","WET","34",1899-12-31 11:02:00,"11:02",365,11.0333333333333
"C-2017-10-7-35","2017-10-07",2017,"WET",10,4633,"1899-12-31 10:23:00",35,3,0,0,27.3,4.2,7.77,7.7,0.195121951219512,0,8,41,116,481,"2017","WET","35",1899-12-31 10:23:00,"10:23",365,10.3833333333333
"C-2017-10-7-36","2017-10-07",2017,"WET",10,4633,"1899-12-31 09:49:00",36,3,0,0,27.1,4.2,7.76,7.62,0.666666666666667,0,12,55,98,265,"2017","WET","36",1899-12-31 09:49:00,"09:49",365,9.81666666666667
"C-2017-10-7-37","2017-10-07",2017,"WET",10,4633,"1899-12-31 09:03:00",37,3,0,0,27,3.5,7.76,8.01,0.51,0,5,35,90,161,"2017","WET","37",1899-12-31 09:03:00,"09:03",365,9.05
"C-2017-10-8-18","2017-10-08",2017,"WET",10,4634,"1899-12-31 15:50:00",18,3,0,0,30,7,7.8,1.06,0.512605042016807,0,30.5,1,76,854.6,"2017","WET","18",1899-12-31 15:50:00,"15:50",365,15.8333333333333
"C-2017-10-8-19","2017-10-08",2017,"WET",10,4634,"1899-12-31 15:12:00",19,3,0,0,29.9,5.6,7.79,2.1,0.44,0,11,10,93,1148,"2017","WET","19",1899-12-31 15:12:00,"15:12",365,15.2
"C-2017-10-8-20","2017-10-08",2017,"WET",10,4634,"1899-12-31 14:40:00",20,3,0,0,29.8,7.1,7.83,2.62,0.775,0,46.5,31,112,937.2,"2017","WET","20",1899-12-31 14:40:00,"14:40",365,14.6666666666667
"C-2017-10-8-21","2017-10-08",2017,"WET",10,4634,"1899-12-31 14:07:00",21,3,0,0,29.9,6,7.88,3.63,0.707317073170732,0,14.5,37,103,1126,"2017","WET","21",1899-12-31 14:07:00,"14:07",365,14.1166666666667
"C-2017-10-8-22","2017-10-08",2017,"WET",10,4634,"1899-12-31 13:40:00",22,3,0,0,29.6,6.1,7.85,3.99,0.628846153846154,1.2,28,33,130,981,"2017","WET","22",1899-12-31 13:40:00,"13:40",365,13.6666666666667
"C-2017-10-8-23","2017-10-08",2017,"WET",10,4634,"1899-12-31 13:11:00",23,3,0,0,29.3,6.3,7.84,4.29,0.532075471698113,0.1,26,43,120,981,"2017","WET","23",1899-12-31 13:11:00,"13:11",365,13.1833333333333
"C-2017-10-8-24","2017-10-08",2017,"WET",10,4634,"1899-12-31 12:27:00",24,3,0,0,29,7.1,7.87,4.16,0.488095238095238,0,20.5,45,105,1109,"2017","WET","24",1899-12-31 12:27:00,"12:27",365,12.45
"C-2017-10-8-25","2017-10-08",2017,"WET",10,4634,"1899-12-31 11:59:00",25,3,0,0,28.8,5.9,7.85,4.63,0.65,1.1,21,32,111,1016,"2017","WET","25",1899-12-31 11:59:00,"11:59",365,11.9833333333333
"C-2017-10-8-26","2017-10-08",2017,"WET",10,4634,"1899-12-31 11:26:00",26,3,1,0.333333333333333,28.7,7.2,7.92,5.25,0.785454545454546,1.1,20.5,63,102,924,"2017","WET","26",1899-12-31 11:26:00,"11:26",365,11.4333333333333
"C-2017-10-8-27","2017-10-08",2017,"WET",10,4634,"1899-12-31 10:57:00",27,3,1,0.333333333333333,28.5,5.9,7.95,6.3,0.651428571428571,41,16,62,95,921,"2017","WET","27",1899-12-31 10:57:00,"10:57",365,10.95
"C-2017-10-8-28","2017-10-08",2017,"WET",10,4634,"1899-12-31 10:22:00",28,3,0,0,28.6,4,7.84,9.16,0.751578947368421,1.7,34,35,118,742,"2017","WET","28",1899-12-31 10:22:00,"10:22",365,10.3666666666667
"C-2017-10-8-29","2017-10-08",2017,"WET",10,4634,"1899-12-31 09:30:00",29,3,2,0.666666666666667,28.1,4,7.86,9.8,0.646153846153846,18.1,15.5,22,84,624,"2017","WET","29",1899-12-31 09:30:00,"09:30",365,9.5
"C-2017-3-10-41","2017-03-10",2017,"DRY",3,4422,"1899-12-31 12:10:00",41,3,0,0,26.6,8.06,8.1,24.47,0.211180124223602,16.5,0.5,83,54,1820,"2017","DRY","41",1899-12-31 12:10:00,"12:10",365,12.1666666666667
"C-2017-3-10-42","2017-03-10",2017,"DRY",3,4422,"1899-12-31 11:33:00",42,3,0,0,24.9,7.85,8.05,22.69,0.08,6.2,0,107,73,1750,"2017","DRY","42",1899-12-31 11:33:00,"11:33",365,11.55
"C-2017-3-10-43","2017-03-10",2017,"DRY",3,4422,"1899-12-31 10:50:00",43,3,0,0,24.5,7.26,8.07,21.37,0.219318181818182,15.7,3.6,95,65,1500,"2017","DRY","43",1899-12-31 10:50:00,"10:50",365,10.8333333333333
"C-2017-3-10-44","2017-03-10",2017,"DRY",3,4422,"1899-12-31 10:00:00",44,3,1,0.333333333333333,24.1,7.08,8.02,21.14,0.672992700729927,5.6,40.5,63,65,1750,"2017","DRY","44",1899-12-31 10:00:00,"10:00",365,10
"C-2017-3-10-45","2017-03-10",2017,"DRY",3,4422,"1899-12-31 09:15:00",45,3,1,0.333333333333333,23.2,7.42,7.98,19.87,0.25,23.5,0,95,80,1211,"2017","DRY","45",1899-12-31 09:15:00,"09:15",365,9.25
"C-2017-3-10-46","2017-03-10",2017,"DRY",3,4422,"1899-12-31 08:42:00",46,3,0,0,22.8,7.08,7.98,18.78,0.148,2.5,8.6,6,74,1120,"2017","DRY","46",1899-12-31 08:42:00,"08:42",365,8.7
"C-2017-3-10-47","2017-03-10",2017,"DRY",3,4422,"1899-12-31 07:50:00",47,3,0,0,23.1,4.76,7.83,17.49,0.362162162162162,33.5,0,82,90,530,"2017","DRY","47",1899-12-31 07:50:00,"07:50",365,7.83333333333333
"C-2017-3-11-31","2017-03-11",2017,"DRY",3,4423,"1899-12-31 13:10:00",31,3,0,0,25.7,6.8,7.93,23.44,0.412631578947368,0.1,14.6,19,80,1321.3,"2017","DRY","31",1899-12-31 13:10:00,"13:10",365,13.1666666666667
"C-2017-3-11-32","2017-03-11",2017,"DRY",3,4423,"1899-12-31 12:35:00",32,3,0,0,26.2,7.35,8.08,23.44,0.631578947368421,0,30,10,75,1522,"2017","DRY","32",1899-12-31 12:35:00,"12:35",365,12.5833333333333
"C-2017-3-11-33","2017-03-11",2017,"DRY",3,4423,"1899-12-31 11:53:00",33,3,0,0,26.1,9.33,8.13,23.05,0.546099290780142,17.5,21,71,79,1512,"2017","DRY","33",1899-12-31 11:53:00,"11:53",365,11.8833333333333
"C-2017-3-11-34","2017-03-11",2017,"DRY",3,4423,"1899-12-31 11:30:00",34,3,0,0,25,6.51,7.97,22.04,0.482258064516129,13.9,16,15,95,1211.3,"2017","DRY","34",1899-12-31 11:30:00,"11:30",365,11.5
"C-2017-3-11-35","2017-03-11",2017,"DRY",3,4423,"1899-12-31 10:50:00",35,3,0,0,25,6.28,8.07,21.22,0.434343434343434,0,21.5,38,97,1108.7,"2017","DRY","35",1899-12-31 10:50:00,"10:50",365,10.8333333333333
"C-2017-3-11-36","2017-03-11",2017,"DRY",3,4423,"1899-12-31 10:15:00",36,3,0,0,24.6,5.56,8.03,20.41,0.371900826446281,0.5,22,52,87,1181.3,"2017","DRY","36",1899-12-31 10:15:00,"10:15",365,10.25
"C-2017-3-11-37","2017-03-11",2017,"DRY",3,4423,"1899-12-31 09:43:00",37,3,0,0,24.7,5.75,8.07,21.28,0.474545454545455,0.1,26,47,83,777.3,"2017","DRY","37",1899-12-31 09:43:00,"09:43",365,9.71666666666667
"C-2017-3-11-38","2017-03-11",2017,"DRY",3,4423,"1899-12-31 08:38:00",38,3,0,0,24.9,7.42,8.13,21.3,0.309401709401709,0,18.1,72,90,885.6,"2017","DRY","38",1899-12-31 08:38:00,"08:38",365,8.63333333333333
"C-2017-3-11-39","2017-03-11",2017,"DRY",3,4423,"1899-12-31 08:03:00",39,3,0,0,23.2,6.66,8.13,20.81,0.251219512195122,0.1,10.2,63,75,351,"2017","DRY","39",1899-12-31 08:03:00,"08:03",365,8.05
"C-2017-3-11-40","2017-03-11",2017,"DRY",3,4423,"1899-12-31 07:02:00",40,3,2,0.666666666666667,24.1,2.56,7.95,19.82,0.314685314685315,27.5,0.625,55,70,90.21,"2017","DRY","40",1899-12-31 07:02:00,"07:02",365,7.03333333333333
"C-2017-3-12-19","2017-03-12",2017,"DRY",3,4424,"1899-12-31 13:57:00",19,3,0,0,24.6,7.4,8.07,23.7,0.659259259259259,0,44.5,20,65,-555,"2017","DRY","19",1899-12-31 13:57:00,"13:57",365,13.95
"C-2017-3-12-20","2017-03-12",2017,"DRY",3,4424,"1899-12-31 13:24:00",20,3,0,0,24.7,8.05,8.11,22.74,0.821917808219178,0,60,20,95,-499,"2017","DRY","20",1899-12-31 13:24:00,"13:24",365,13.4
"C-2017-3-12-22","2017-03-12",2017,"DRY",3,4424,"1899-12-31 12:25:00",22,3,0,0,24.2,5.78,7.96,21.02,0.732876712328767,0,53.5,10,100,-365,"2017","DRY","22",1899-12-31 12:25:00,"12:25",365,12.4166666666667
"C-2017-3-12-23","2017-03-12",2017,"DRY",3,4424,"1899-12-31 11:55:00",23,3,0,0,24.2,5.83,7.97,21.5,0.695364238410596,0,52.5,15,90,-693,"2017","DRY","23",1899-12-31 11:55:00,"11:55",365,11.9166666666667
"C-2017-3-12-24","2017-03-12",2017,"DRY",3,4424,"1899-12-31 11:27:00",24,3,0,0,24.2,5.81,7.96,21.1,0.678832116788321,1.5,45,35,100,-396,"2017","DRY","24",1899-12-31 11:27:00,"11:27",365,11.45
"C-2017-3-12-25","2017-03-12",2017,"DRY",3,4424,"1899-12-31 10:53:00",25,3,1,0.333333333333333,24.2,4.89,7.89,20.45,0.344086021505376,0,29.5,30,90,-512,"2017","DRY","25",1899-12-31 10:53:00,"10:53",365,10.8833333333333
"C-2017-3-12-26","2017-03-12",2017,"DRY",3,4424,"1899-12-31 10:20:00",26,3,0,0,24.4,5.36,7.99,21.73,0.513761467889908,0,28,43,85,-567,"2017","DRY","26",1899-12-31 10:20:00,"10:20",365,10.3333333333333
"C-2017-3-12-27","2017-03-12",2017,"DRY",3,4424,"1899-12-31 09:47:00",27,3,0,0,24.2,5.78,8.05,21.68,0.597402597402597,30,16,70,75,-325,"2017","DRY","27",1899-12-31 09:47:00,"09:47",365,9.78333333333333
"C-2017-3-12-29","2017-03-12",2017,"DRY",3,4424,"1899-12-31 08:42:00",29,3,0,0,23.1,4.71,7.9,20.28,0.534579439252337,12.1,16.5,13,77,-286,"2017","DRY","29",1899-12-31 08:42:00,"08:42",365,8.7
"C-2017-3-13-10","2017-03-13",2017,"DRY",3,4425,"1899-12-31 13:32:00",10,3,3,1,24.8,4.43,7.73,32.44,0.18150289017341,15,0.7,17,88,NA,"2017","DRY","10",1899-12-31 13:32:00,"13:32",365,13.5333333333333
"C-2017-3-13-11","2017-03-13",2017,"DRY",3,4425,"1899-12-31 13:12:00",11,3,0,0,24.8,4.24,7.75,32.12,0.23125,18,0.5,15,85,NA,"2017","DRY","11",1899-12-31 13:12:00,"13:12",365,13.2
