"use_for_analysis","CYR_Keyfield","JDay","Date","DoY","CYR","WYR","Season","Month","Day","Time","Segment","Site","Latitude","Longitude","area_sampled","cat","class","common_name","species","occur","total_count","den","median_count","temp","DO","DO_percent","sal_venice_cat","sal","pH","H2S","water_depth","sed_depth","ave_sav","total_ave_sg","total_ave_ma","prop_sg","prop_ma","ave_tt","ave_hw","ave_sf","ave_rm","SAV_ave_sed_depth","ave_max_canopy_height","bottom_canopy","diet_shrimp","diet_crab","fSeason","fSite","fCYR","Date2","diet_items","fDiet_presence"
"Standard","C-2019-3-11-8",5153,2019-03-11,70,2019,2019,"DRY",3,11,0.574305555555556,"Seg1",8,25.57968,-80.30494,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.8,7.1,106,"euhaline",30.99,8.09,0,70,0,73,8.4,62.1,0.115068493150685,0.850684931506849,4.3,4.1,0,0,3.5,11,980,1,1,"DRY","8","2019",2019-03-11,2,"food"
"Standard","C-2019-3-11-9",5153,2019-03-11,70,2019,2019,"DRY",3,11,0.554861111111111,"Seg1",9,25.57396,-80.30328,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.4,8.6,127,"euhaline",31.02,8.37,0,83,10,42.5,19.1,18.4444444444444,0.449411764705882,0.433986928104575,17,2.1,0,0,8.4,10,1070,0,1,"DRY","9","2019",2019-03-11,1,"food"
"Standard","C-2019-3-12-1",5154,2019-03-12,71,2019,2019,"DRY",3,12,0.558333333333333,"Seg1",1,25.62922,-80.2887,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.9,7.5,112,"euhaline",32.29,8.24,0,95,56,25.5,18.1,2.5,0.709803921568627,0.0980392156862745,2.6,15.5,0,0,49.5,19.5,386.2,1,2,"DRY","1","2019",2019-03-12,3,"food"
"Standard","C-2019-3-12-2",5154,2019-03-12,71,2019,2019,"DRY",3,12,0.527083333333333,"Seg1",2,25.62381,-80.29921,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.8,7.2,109,"euhaline",30.1,8.28,0.01,95,40,41.5,33.1,0.8,0.797590361445783,0.0192771084337349,0.1,33,0,0,42,30,261.3,3,1,"DRY","2","2019",2019-03-12,4,"food"
"Standard","C-2019-3-12-3",5154,2019-03-12,71,2019,2019,"DRY",3,12,0.501388888888889,"Seg1",3,25.61736,-80.30151,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.3,7.8,116,"euhaline",31.35,8.37,0.01,62,22,50,19.1,23.9,0.382,0.478,3.1,16,0,0,23,19.5,1565.5,2,0,"DRY","3","2019",2019-03-12,2,"food"
"Standard","C-2019-3-12-4",5154,2019-03-12,71,2019,2019,"DRY",3,12,0.480555555555556,"Seg1",4,25.61577,-80.30272,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.4,8.1,120,"euhaline",31.93,8.32,0.01,63,1,47.5,23.2,16.7,0.488421052631579,0.351578947368421,1.2,22,0,0,9.5,21.5,1552.2,0,0,"DRY","4","2019",2019-03-12,0,"no food"
"Standard","C-2019-3-12-5",5154,2019-03-12,71,2019,2019,"DRY",3,12,0.451388888888889,"Seg1",5,25.6137,-80.30611,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.8,7.4,110,"euhaline",30.77,8.39,0,55,20,60.1,1.7,25.4,0.0282861896838602,0.422628951747088,0,1.7,0,0,18.5,9.5,1317.6,0,2,"DRY","5","2019",2019-03-12,2,"food"
"Standard","C-2019-3-3-38",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.541666666666667,"Seg2",38,25.46918,-80.34012,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28,8.1,115,"polyhaline",19.86,8.12,0,55,62,32,27,4.2,0.84375,0.13125,0,27,0,0,54.5,11.5,1480,1,1,"DRY","38","2019",2019-03-03,2,"food"
"Standard","C-2019-3-3-39",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.518055555555556,"Seg2",39,25.46573,-80.33757,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.8,7.5,114,"polyhaline",28.03,8.21,NA,75,75,34,18.8,12.5,0.552941176470588,0.367647058823529,8.1,10.7,0,0,61.5,10.5,1475,0,1,"DRY","39","2019",2019-03-03,1,"food"
"Standard","C-2019-3-3-40",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.486111111111111,"Seg2",40,25.45868,-80.33715,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.1,8.2,122,"euhaline",31.07,8.25,0.02,70,55,85.5,45.2,21.4,0.528654970760234,0.250292397660819,43,2.2,0,0,56,24.5,1332,0,0,"DRY","40","2019",2019-03-03,0,"no food"
"Standard","C-2019-3-3-41",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.461111111111111,"Seg2",41,25.45535,-80.33611,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,4,1.33333333333333,1,26.9,6.6,99,"euhaline",30.78,8.15,0.03,70,75,80.5,43.3,26.4,0.537888198757764,0.327950310559006,42.5,0.8,0,0,83,21.5,1194,3,1,"DRY","41","2019",2019-03-03,4,"food"
"Standard","C-2019-3-3-42",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.433333333333333,"Seg2",42,25.45043,-80.33055,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.5,6.5,96,"euhaline",31.71,8.09,0.06,120,50,84.5,3.7,72.7,0.0437869822485207,0.860355029585799,3.6,0.1,0,0,73,28,965,0,1,"DRY","42","2019",2019-03-03,1,"food"
"Standard","C-2019-3-3-43",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.411111111111111,"Seg2",43,25.4447,-80.33109,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,1,25.6,4.7,70,"euhaline",31.84,7.96,0.03,73,70,72.5,30.5,33.8,0.420689655172414,0.466206896551724,30.5,0,0,0,90,17.5,353,0,1,"DRY","43","2019",2019-03-03,1,"food"
"Standard","C-2019-3-3-44",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.392361111111111,"Seg2",44,25.44313,-80.33051,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,26.1,6.3,92,"euhaline",32.73,8.17,NA,68,40,39,18.3,12.1,0.469230769230769,0.31025641025641,7.6,8.2,0,2.5,87,20,1039,2,0,"DRY","44","2019",2019-03-03,2,"food"
"Standard","C-2019-3-3-45",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.364583333333333,"Seg2",45,25.43767,-80.32418,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,25.8,4.9,72,"euhaline",33.44,8.07,0.05,90,52,86,7,65.3,0.0813953488372093,0.759302325581395,7,0,0,0,90,18,550,0,0,"DRY","45","2019",2019-03-03,0,"no food"
"Standard","C-2019-3-3-46",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.34375,"Seg2",46,25.43742,-80.32169,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.9,5.4,80,"euhaline",34.11,8.14,0.23,71,4,45.5,16.7,24.5,0.367032967032967,0.538461538461538,13.5,3.2,0,0,9,11,167,0,0,"DRY","46","2019",2019-03-03,0,"no food"
"Standard","C-2019-3-3-47",5145,2019-03-03,62,2019,2019,"DRY",3,3,0.3,"Seg2",47,25.43708,-80.31936,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,1,25.8,5.6,84,"euhaline",34.98,8.11,0.14,110,50,78.5,35.5,20.8,0.452229299363057,0.264968152866242,35.5,0,0,0,40.5,23.8,22.8,0,1,"DRY","47","2019",2019-03-03,1,"food"
"Standard","C-2019-3-4-28",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.504166666666667,"Seg2",28,25.50504,-80.33663,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.7,7.7,112,"polyhaline",25.28,8.27,0,72,35,59.5,17.1,23.5,0.287394957983193,0.394957983193277,7,10.1,0,0,21.9,14.3,1250.2,0,0,"DRY","28","2019",2019-03-04,0,"no food"
"Standard","C-2019-3-4-29",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.485416666666667,"Seg2",29,25.5043,-80.3376,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,26.8,6.3,91,"polyhaline",25.23,8.17,0,78,48,71,18.2,25.5,0.256338028169014,0.359154929577465,10.1,8.1,0,0,27.4,19.3,1089.2,0,0,"DRY","29","2019",2019-03-04,0,"no food"
"Standard","C-2019-3-4-30",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.461111111111111,"Seg2",30,25.49726,-80.33928,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,27.6,7.4,100.5,"polyhaline",25.94,8.3,0,72,33,73,34.5,4.5,0.472602739726027,0.0616438356164384,34.5,0,0,0,22.7,19,1469,0,0,"DRY","30","2019",2019-03-04,0,"no food"
"Standard","C-2019-3-4-31",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.438888888888889,"Seg2",31,25.4932,-80.33868,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.5,5.1,76,"polyhaline",24.71,8.1,0,70,48,69.5,8,7.9,0.115107913669065,0.113669064748201,2,6,0,0,30.8,16.6,1138,1,3,"DRY","31","2019",2019-03-04,4,"food"
"Standard","C-2019-3-4-32",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.41875,"Seg2",32,25.49034,-80.34026,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.1,5.7,81,"polyhaline",24.84,8.08,0.01,93,1,17,11,1.5,0.647058823529412,0.0882352941176471,0,11,0,0,16.7,18.1,822.5,0,1,"DRY","32","2019",2019-03-04,1,"food"
"Standard","C-2019-3-4-33",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.395138888888889,"Seg2",33,25.48688,-80.33988,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.8,6,89,"polyhaline",27.96,8.17,0,105,19,67,37.3,3.3,0.556716417910448,0.0492537313432836,35,2.3,0,0,27.5,21.3,939.3,6,1,"DRY","33","2019",2019-03-04,7,"food"
"Standard","C-2019-3-4-34",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.375694444444444,"Seg2",34,25.48513,-80.33963,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.6,5,74,"polyhaline",28.61,8.15,0,103,23,88,43.1,16,0.489772727272727,0.181818181818182,42.5,0.6,0,0,25.7,21.8,960.1,4,1,"DRY","34","2019",2019-03-04,5,"food"
"Standard","C-2019-3-4-35",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.353472222222222,"Seg2",35,25.48019,-80.34026,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28,4.1,62,"euhaline",30.34,8.06,0,90,35,71,21.5,7,0.302816901408451,0.0985915492957746,0,21.5,0,0,30.5,14.7,588.4,4,2,"DRY","35","2019",2019-03-04,6,"food"
"Standard","C-2019-3-4-36",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.3375,"Seg2",36,25.47957,-80.34017,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.7,3.3,50,"polyhaline",29.7,8.02,0,80,45,63.5,31.1,11.2,0.489763779527559,0.176377952755906,8,23.1,0,0,37.3,15.6,630.3,1,2,"DRY","36","2019",2019-03-04,3,"food"
"Standard","C-2019-3-4-37",5146,2019-03-04,63,2019,2019,"DRY",3,4,0.31875,"Seg2",37,25.47697,-80.34026,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,27.5,4.1,62,"euhaline",30.59,8.08,0.01,69,53,58,35.5,6.3,0.612068965517241,0.108620689655172,1,34.5,0,0,37.2,13.9,470,1,1,"DRY","37","2019",2019-03-04,2,"food"
"Standard","C-2019-3-5-16",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.564583333333333,"Seg1",16,25.54033,-80.31271,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,28.4,9.5,142,"polyhaline",26.02,8.46,0,70,60,73.5,46.1,20.6,0.627210884353742,0.280272108843537,45,1.1,0,0,15.5,27,425.6,0,0,"DRY","16","2019",2019-03-05,0,"no food"
"Standard","C-2019-3-5-17",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.543055555555556,"Seg1",17,25.5373,-80.31329,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,28.6,7.6,113,"polyhaline",25.82,8.38,0.01,65,10,81.5,35.8,41.5,0.439263803680982,0.50920245398773,35.5,0.3,0,0,17.5,33.5,1421.2,1,1,"DRY","17","2019",2019-03-05,2,"food"
"Standard","C-2019-3-5-18",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.506944444444444,"Seg2",18,25.53186,-80.32861,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.4,5.8,85,"polyhaline",23.69,8.19,0.02,63,1,75,16.6,51.3,0.221333333333333,0.684,0,16.6,0,0,5.5,17.5,1744,1,1,"DRY","18","2019",2019-03-05,2,"food"
"Standard","C-2019-3-5-19",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.484027777777778,"Seg2",19,25.5256,-80.33108,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.4,6.6,96,"polyhaline",24.79,8.34,0.05,69,15,61,27.5,23.1,0.450819672131148,0.378688524590164,0,27.5,0,0,11,13.5,1337.2,2,0,"DRY","19","2019",2019-03-05,2,"food"
"Standard","C-2019-3-5-20",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.459722222222222,"Seg2",20,25.51841,-80.3308,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.3,5.3,78,"polyhaline",26.33,8.28,0.04,95,30,18.5,12.5,1.8,0.675675675675676,0.0972972972972973,0,12.5,0,0,8.5,13,1224.6,1,0,"DRY","20","2019",2019-03-05,1,"food"
"Standard","C-2019-3-5-21",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.436111111111111,"Seg2",21,25.51642,-80.33363,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.3,5,72,"polyhaline",26.58,8.27,0,94,11,82,9,66.1,0.109756097560976,0.80609756097561,0,9,0,0,24.5,18.5,1243.9,0,0,"DRY","21","2019",2019-03-05,0,"no food"
"Standard","C-2019-3-5-22",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.413194444444444,"Seg2",22,25.51555,-80.33397,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.8,4.8,70,"polyhaline",26.71,8.23,0,105,25,44,12.6,26.6,0.286363636363636,0.604545454545454,0,12.5,0,0.1,26.5,16.5,592.1,3,0,"DRY","22","2019",2019-03-05,3,"food"
"Standard","C-2019-3-5-23",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.390972222222222,"Seg2",23,25.51429,-80.33466,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.3,4.8,69,"polyhaline",26.76,8.25,0.01,95,45,45,14,27.2,0.311111111111111,0.604444444444444,0.5,13.5,0,0,16,15,312.1,0,3,"DRY","23","2019",2019-03-05,3,"food"
"Standard","C-2019-3-5-24",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.370833333333333,"Seg2",24,25.51191,-80.33519,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.6,4.3,63,"polyhaline",26.86,8.13,0.15,85,39,28.5,13.5,9.5,0.473684210526316,0.333333333333333,0,13.5,0,0,46.5,16,653.1,1,3,"DRY","24","2019",2019-03-05,4,"food"
"Standard","C-2019-3-5-25",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.350694444444444,"Seg2",25,25.50958,-80.33546,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.6,4.9,73,"polyhaline",27.17,8.12,0,75,33,28,12,10.3,0.428571428571429,0.367857142857143,3.4,8.5,0,0.1,24,14,564.2,0,4,"DRY","25","2019",2019-03-05,4,"food"
"Standard","C-2019-3-5-26",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.325694444444444,"Seg2",26,25.50567,-80.3335,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,26,5.6,80,"polyhaline",26.68,8.19,0.05,72,70,61.5,21.4,33.4,0.347967479674797,0.543089430894309,14,7.4,0,0,30,22.5,340.9,2,0,"DRY","26","2019",2019-03-05,2,"food"
"Standard","C-2019-3-5-27",5147,2019-03-05,64,2019,2019,"DRY",3,5,0.3,"Seg2",27,25.50406,-80.3325,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,3,1,1,26.2,6.8,97,"polyhaline",26.44,8.24,0.08,58,76,82,30.2,43.7,0.368292682926829,0.532926829268293,17.1,13.1,0,0,42,18,109.4,0,0,"DRY","27","2019",2019-03-05,0,"no food"
"Standard","C-2019-3-8-12",5150,2019-03-08,67,2019,2019,"DRY",3,8,0.427777777777778,"Seg1",12,25.56175,-80.30747,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,20.4,6.7,89,"euhaline",30.69,8.35,0,125,15,73,36.5,19.7,0.5,0.26986301369863,0,36.5,0,0,11.9,27.6,947.4,0,2,"DRY","12","2019",2019-03-08,2,"food"
"Standard","C-2019-3-8-13",5150,2019-03-08,67,2019,2019,"DRY",3,8,0.405555555555556,"Seg1",13,25.55801,-80.30746,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,20.2,6.3,83,"euhaline",30.65,8.32,0,95,20,69.5,29,25.1,0.41726618705036,0.361151079136691,27,2,0,0,16,21.4,204.1,1,1,"DRY","13","2019",2019-03-08,2,"food"
"Standard","C-2019-3-8-14",5150,2019-03-08,67,2019,2019,"DRY",3,8,0.368055555555556,"Seg1",14,25.55174,-80.31015,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,20,5.1,66,"polyhaline",29.46,8.18,0,71,9,90.5,1,78.7,0.0110497237569061,0.869613259668508,1,0,0,0,27.2,20.7,155.8,2,0,"DRY","14","2019",2019-03-08,2,"food"
"Standard","C-2019-3-8-15",5150,2019-03-08,67,2019,2019,"DRY",3,8,0.336805555555556,"Seg1",15,25.54516,-80.31244,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,20.3,6,78,"polyhaline",27.59,8.43,0.02,93,45,69.5,30.7,21.4,0.441726618705036,0.307913669064748,26.5,4.2,0,0,22.6,15.2,402,1,1,"DRY","15","2019",2019-03-08,2,"food"
"Standard","C-2019-9-11-39",5337,2019-09-11,254,2019,2020,"WET",9,11,0.559722222222222,"Seg2",39,25.46573,-80.33757,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.3,6.7,101,"polyhaline",27.05,7.92,0.04,95,70,49,36.6,1.9,0.746938775510204,0.0387755102040816,2.5,34.1,0,0,21.8,16.3,859.4,0,0,"WET","39","2019",2019-09-11,0,"no food"
"Standard","C-2019-9-11-40",5337,2019-09-11,254,2019,2020,"WET",9,11,0.525,"Seg2",40,25.45868,-80.33715,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,4,1.33333333333333,1,29.5,7.9,121,"euhaline",30.54,8.04,0,90,60,89,36.5,23.2,0.410112359550562,0.260674157303371,34.5,2,0,0,31,39.6,1257.8,2,1,"WET","40","2019",2019-09-11,3,"food"
"Standard","C-2019-9-11-41",5337,2019-09-11,254,2019,2020,"WET",9,11,0.492361111111111,"Seg2",41,25.45535,-80.33611,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,28.8,5.9,91,"euhaline",31.04,7.87,0.05,85,90,87,40.6,17.4,0.466666666666667,0.2,38.5,2.1,0,0,37.9,30.8,650.8,0,0,"WET","41","2019",2019-09-11,0,"no food"
"Standard","C-2019-9-11-43",5337,2019-09-11,254,2019,2020,"WET",9,11,0.444444444444444,"Seg2",43,25.4447,-80.33109,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,3,1,1,28.6,6.8,104,"euhaline",31.66,7.88,0,98,82,83,37,17.4,0.44578313253012,0.209638554216868,36,1,0,0,29.8,28.3,914.2,3,2,"WET","43","2019",2019-09-11,5,"food"
"Standard","C-2019-9-11-44",5337,2019-09-11,254,2019,2020,"WET",9,11,0.421527777777778,"Seg2",44,25.44313,-80.33051,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,4,1.33333333333333,1,28.7,6.2,95,"euhaline",31.66,7.96,0.01,90,57,84,36.5,22.5,0.43452380952381,0.267857142857143,12,24.5,0,0,36.6,24.2,1047.8,1,1,"WET","44","2019",2019-09-11,2,"food"
"Standard","C-2019-9-11-45",5337,2019-09-11,254,2019,2020,"WET",9,11,0.381944444444444,"Seg2",45,25.43767,-80.32418,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,28.3,5.4,83,"euhaline",32.78,7.97,0,100,53,83.5,16,36.6,0.191616766467066,0.438323353293413,9,7,0,0,18,22.3,669.3,2,0,"WET","45","2019",2019-09-11,2,"food"
"Standard","C-2019-9-11-46",5337,2019-09-11,254,2019,2020,"WET",9,11,0.359027777777778,"Seg2",46,25.43742,-80.32169,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.1,5.2,80,"euhaline",32.78,7.92,0,95,8,82,22.9,29.6,0.279268292682927,0.360975609756098,11.3,11.6,0,0,3,18.2,673.4,1,2,"WET","46","2019",2019-09-11,3,"food"
"Standard","C-2019-9-11-47",5337,2019-09-11,254,2019,2020,"WET",9,11,0.315972222222222,"Seg2",47,25.43708,-80.31936,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,1,28.3,5.2,82,"euhaline",32.76,8,0,115,28,81.5,13.5,22,0.165644171779141,0.269938650306748,13.5,0,0,0,24.9,23.3,110.83,0,4,"WET","47","2019",2019-09-11,4,"food"
"Standard","C-2019-9-12-31",5338,2019-09-12,255,2019,2020,"WET",9,12,0.607638888888889,"Seg2",31,25.49321,-80.33861,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29,4.1,59,"polyhaline",21.8,7.76,0.01,75,28,38.5,21.6,16.5,0.561038961038961,0.428571428571429,0.1,21.5,0,0,41,28,1071,0,0,"WET","31","2019",2019-09-12,0,"no food"
"Standard","C-2019-9-12-32",5338,2019-09-12,255,2019,2020,"WET",9,12,0.576388888888889,"Seg2",32,25.4903,-80.34027,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.7,5.9,85,"polyhaline",21.95,8.03,0.03,95,5,32.5,24.5,5.3,0.753846153846154,0.163076923076923,0,24.5,0,0,18.5,29,1254,0,1,"WET","32","2019",2019-09-12,1,"food"
"Standard","C-2019-9-12-33",5338,2019-09-12,255,2019,2020,"WET",9,12,0.547916666666667,"Seg2",33,25.4869,-80.33999,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,28.6,7.3,105,"polyhaline",22.38,8.15,0,118,57,54,46.6,1.5,0.862962962962963,0.0277777777777778,29.6,17,0,0,53.5,30.5,1040,0,1,"WET","33","2019",2019-09-12,1,"food"
"Standard","C-2019-9-12-34",5338,2019-09-12,255,2019,2020,"WET",9,12,0.525,"Seg2",34,25.48522,-80.33969,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,28.1,4.8,71,"polyhaline",22.29,7.92,0,103,48,69.5,39.6,14.2,0.569784172661871,0.20431654676259,33,6.6,0,0,23.5,29,754,0,0,"WET","34","2019",2019-09-12,0,"no food"
"Standard","C-2019-9-12-35",5338,2019-09-12,255,2019,2020,"WET",9,12,0.497222222222222,"Seg2",35,25.48054,-80.34019,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.2,5,72,"polyhaline",22.12,7.98,0,100,45,41.5,38.5,0.5,0.927710843373494,0.0120481927710843,0,38.5,0,0,38,25.5,855,0,0,"WET","35","2019",2019-09-12,0,"no food"
"Standard","C-2019-9-12-36",5338,2019-09-12,255,2019,2020,"WET",9,12,0.472222222222222,"Seg2",36,25.47961,-80.34028,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.1,6,87,"polyhaline",22.13,8.05,0,115,30,53.5,33,10.1,0.616822429906542,0.188785046728972,9.5,23.5,0,0,46.5,22.5,819,2,0,"WET","36","2019",2019-09-12,2,"food"
"Standard","C-2019-9-12-37",5338,2019-09-12,255,2019,2020,"WET",9,12,0.448611111111111,"Seg2",37,25.47707,-80.34021,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27,5.3,77,"polyhaline",22.16,8.03,0.04,110,63,37,26,5.3,0.702702702702703,0.143243243243243,8,18,0,0,46,20.5,970,0,1,"WET","37","2019",2019-09-12,1,"food"
"Standard","C-2019-9-12-38",5338,2019-09-12,255,2019,2020,"WET",9,12,0.382638888888889,"Seg2",38,25.46918,-80.34012,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.5,4.5,67,"polyhaline",23.39,7.99,NA,115,58,60,53,1.1,0.883333333333333,0.0183333333333333,0,53,0,0,65,18.5,341,2,0,"WET","38","2019",2019-09-12,2,"food"
"Standard","C-2019-9-12-42",5338,2019-09-12,255,2019,2020,"WET",9,12,0.33125,"Seg2",42,25.45043,-80.33055,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.2,4.4,66,"polyhaline",29.17,7.92,0,105,68,57.5,12.1,41.3,0.210434782608696,0.718260869565218,12.1,0,0,0,57,20.5,4,0,0,"WET","42","2019",2019-09-12,0,"no food"
"Standard","C-2019-9-13-24",5339,2019-09-13,256,2019,2020,"WET",9,13,0.546527777777778,"Seg2",24,25.51198,-80.33527,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.1,6.4,93,"polyhaline",19.2,7.99,0,115,40,52,39.1,0,0.751923076923077,0,23.1,16,0,0,38,27,791,1,1,"WET","24","2019",2019-09-13,2,"food"
"Standard","C-2019-9-13-25",5339,2019-09-13,256,2019,2020,"WET",9,13,0.505555555555556,"Seg2",25,25.50952,-80.33555,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.5,5.7,82,"polyhaline",18.97,7.89,0.02,100,47,17.5,15.6,0.1,0.891428571428571,0.00571428571428571,0.5,15.1,0,0,43.5,22.2222222222222,689,1,0,"WET","25","2019",2019-09-13,1,"food"
"Standard","C-2019-9-13-26",5339,2019-09-13,256,2019,2020,"WET",9,13,0.479166666666667,"Seg2",26,25.50571,-80.3336,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.3,6,86,"polyhaline",19.76,7.96,0.01,120,95,67.5,53.1111111111111,0.1,0.786831275720165,0.00148148148148148,22,31.1111111111111,0,0,57,30.5,925,1,1,"WET","26","2019",2019-09-13,2,"food"
"Standard","C-2019-9-13-27",5339,2019-09-13,256,2019,2020,"WET",9,13,0.429861111111111,"Seg2",27,25.5039,-80.33261,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,3,1,1,27.9,6,88,"polyhaline",19.72,7.95,0,110,50,80.5,38.6,25.9,0.479503105590062,0.321739130434783,24.5,14.1,0,0,58.5,32,919,0,0,"WET","27","2019",2019-09-13,0,"no food"
